evidence_id,batch_id,input_symbol,input_company_name,claim_type,claim_summary,source_title,source_type,source_date,source_url_or_reference,page_or_section,verbatim_excerpt_short,confidence
JSWENERGY-ANNUAL-REPORT,ind_nifty500,JSWENERGY,JSW Energy Ltd.,annual_report,Latest annual report discovered for JSWENERGY: FY 2025-2026.,JSWENERGY annual report,annual_report,16-JUN-2026 23:52:44,https://nsearchives.nseindia.com/annual_reports/AR_29400_JSWENERGY_2025_2026_A_16735826_16062026235243.pdf,NSE annual report listing,,0.9
JSWENERGY-CURATED-BUSINESS,ind_nifty500,JSWENERGY,JSW Energy Ltd.,business_model,"JSW Energy Limited is an NSE-listed company classified by NSE as Utilities / Power / Power / Power Generation. The profile maps the company into a regulated_energy_or_utility_provider value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","JSWENERGY annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_29400_JSWENERGY_2025_2026_A_16735826_16062026235243.pdf,business review / management discussion / NSE secInfo,,0.68
JSWENERGY-CURATED-DEPENDENCIES,ind_nifty500,JSWENERGY,JSW Energy Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",JSWENERGY official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_29400_JSWENERGY_2025_2026_A_16735826_16062026235243.pdf,source inventory / risk factors / value-chain mapping,,0.62
JSWINFRA-NSE-CLASSIFICATION,ind_nifty500,JSWINFRA,JSW Infrastructure Ltd.,industry_classification,"NSE classifies JSWINFRA as macro=Services, sector=Services, industry=Transport Infrastructure, basicIndustry=Port & Port services.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=JSWINFRA,secInfo,,0.9
JSWINFRA-NSE-FINANCIALS,ind_nifty500,JSWINFRA,JSW Infrastructure Ltd.,financial_results,NSE returned 5 recent financial-result records for JSWINFRA.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=JSWINFRA&marketApiType=equities&noOfRecords=5,financial results,,0.9
JSWINFRA-ANNUAL-REPORT,ind_nifty500,JSWINFRA,JSW Infrastructure Ltd.,annual_report,Latest annual report discovered for JSWINFRA: FY 2024-2025.,JSWINFRA annual report,annual_report,23-JUN-2025 13:44:00,https://nsearchives.nseindia.com/annual_reports/AR_26584_JSWINFRA_2024_2025_A_23062025134358.pdf,NSE annual report listing,,0.9
JSWINFRA-CURATED-BUSINESS,ind_nifty500,JSWINFRA,JSW Infrastructure Ltd.,business_model,"JSW Infrastructure Limited is an NSE-listed company classified by NSE as Services / Services / Transport Infrastructure / Port & Port services. The profile maps the company into a capital_goods_or_project_supplier value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","JSWINFRA annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_26584_JSWINFRA_2024_2025_A_23062025134358.pdf,business review / management discussion / NSE secInfo,,0.68
JSWINFRA-CURATED-DEPENDENCIES,ind_nifty500,JSWINFRA,JSW Infrastructure Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",JSWINFRA official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_26584_JSWINFRA_2024_2025_A_23062025134358.pdf,source inventory / risk factors / value-chain mapping,,0.62
JSWSTEEL-NSE-CLASSIFICATION,ind_nifty500,JSWSTEEL,JSW Steel Ltd.,industry_classification,"NSE classifies JSWSTEEL as macro=Commodities, sector=Metals & Mining, industry=Ferrous Metals, basicIndustry=Iron & Steel.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=JSWSTEEL,secInfo,,0.9
JSWSTEEL-NSE-FINANCIALS,ind_nifty500,JSWSTEEL,JSW Steel Ltd.,financial_results,NSE returned 5 recent financial-result records for JSWSTEEL.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=JSWSTEEL&marketApiType=equities&noOfRecords=5,financial results,,0.9
JSWSTEEL-ANNUAL-REPORT,ind_nifty500,JSWSTEEL,JSW Steel Ltd.,annual_report,Latest annual report discovered for JSWSTEEL: FY 2024-2025.,JSWSTEEL annual report,annual_report,03-JUL-2025 23:23:56,https://nsearchives.nseindia.com/annual_reports/AR_26716_JSWSTEEL_2024_2025_A_03072025232355.pdf,NSE annual report listing,,0.9
JSWSTEEL-CURATED-BUSINESS,ind_nifty500,JSWSTEEL,JSW Steel Ltd.,business_model,"JSW Steel Limited is an NSE-listed company classified by NSE as Commodities / Metals & Mining / Ferrous Metals / Iron & Steel. The profile maps the company into a upstream_or_midstream_commodity_producer value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","JSWSTEEL annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_26716_JSWSTEEL_2024_2025_A_03072025232355.pdf,business review / management discussion / NSE secInfo,,0.68
JSWSTEEL-CURATED-DEPENDENCIES,ind_nifty500,JSWSTEEL,JSW Steel Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",JSWSTEEL official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_26716_JSWSTEEL_2024_2025_A_03072025232355.pdf,source inventory / risk factors / value-chain mapping,,0.62
JUBLFOOD-NSE-CLASSIFICATION,ind_nifty500,JUBLFOOD,Jubilant Foodworks Ltd.,industry_classification,"NSE classifies JUBLFOOD as macro=Consumer Discretionary, sector=Consumer Services, industry=Leisure Services, basicIndustry=Restaurants.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=JUBLFOOD,secInfo,,0.9
JUBLFOOD-NSE-FINANCIALS,ind_nifty500,JUBLFOOD,Jubilant Foodworks Ltd.,financial_results,NSE returned 5 recent financial-result records for JUBLFOOD.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=JUBLFOOD&marketApiType=equities&noOfRecords=5,financial results,,0.9
JUBLFOOD-ANNUAL-REPORT,ind_nifty500,JUBLFOOD,Jubilant Foodworks Ltd.,annual_report,Latest annual report discovered for JUBLFOOD: FY 2024-2025.,JUBLFOOD annual report,annual_report,01-AUG-2025 18:48:53,https://nsearchives.nseindia.com/annual_reports/AR_27236_JUBLFOOD_2024_2025_A_01082025184852.pdf,NSE annual report listing,,0.9
JUBLFOOD-CURATED-BUSINESS,ind_nifty500,JUBLFOOD,Jubilant Foodworks Ltd.,business_model,"Jubilant Foodworks Limited is an NSE-listed company classified by NSE as Consumer Discretionary / Consumer Services / Leisure Services / Restaurants. The profile maps the company into a downstream_branded_consumer_company value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","JUBLFOOD annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_27236_JUBLFOOD_2024_2025_A_01082025184852.pdf,business review / management discussion / NSE secInfo,,0.68
JUBLFOOD-CURATED-DEPENDENCIES,ind_nifty500,JUBLFOOD,Jubilant Foodworks Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",JUBLFOOD official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_27236_JUBLFOOD_2024_2025_A_01082025184852.pdf,source inventory / risk factors / value-chain mapping,,0.62
KALYANKJIL-NSE-CLASSIFICATION,ind_nifty500,KALYANKJIL,Kalyan Jewellers India Ltd.,industry_classification,"NSE classifies KALYANKJIL as macro=Consumer Discretionary, sector=Consumer Durables, industry=Consumer Durables, basicIndustry=Gems Jewellery And Watches.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=KALYANKJIL,secInfo,,0.9
KALYANKJIL-NSE-FINANCIALS,ind_nifty500,KALYANKJIL,Kalyan Jewellers India Ltd.,financial_results,NSE returned 5 recent financial-result records for KALYANKJIL.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=KALYANKJIL&marketApiType=equities&noOfRecords=5,financial results,,0.9
KALYANKJIL-ANNUAL-REPORT,ind_nifty500,KALYANKJIL,Kalyan Jewellers India Ltd.,annual_report,Latest annual report discovered for KALYANKJIL: FY 2024-2025.,KALYANKJIL annual report,annual_report,14-AUG-2025 12:00:18,https://nsearchives.nseindia.com/annual_reports/AR_27422_KALYANKJIL_2024_2025_A_14082025120016.pdf,NSE annual report listing,,0.9
KALYANKJIL-CURATED-BUSINESS,ind_nifty500,KALYANKJIL,Kalyan Jewellers India Ltd.,business_model,"Kalyan Jewellers India Limited is an NSE-listed company classified by NSE as Consumer Discretionary / Consumer Durables / Consumer Durables / Gems Jewellery And Watches. The profile maps the company into a downstream_branded_consumer_company value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","KALYANKJIL annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_27422_KALYANKJIL_2024_2025_A_14082025120016.pdf,business review / management discussion / NSE secInfo,,0.68
KALYANKJIL-CURATED-DEPENDENCIES,ind_nifty500,KALYANKJIL,Kalyan Jewellers India Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",KALYANKJIL official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_27422_KALYANKJIL_2024_2025_A_14082025120016.pdf,source inventory / risk factors / value-chain mapping,,0.62
KARURVYSYA-NSE-CLASSIFICATION,ind_nifty500,KARURVYSYA,Karur Vysya Bank Ltd.,industry_classification,"NSE classifies KARURVYSYA as macro=Financial Services, sector=Financial Services, industry=Banks, basicIndustry=Private Sector Bank.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=KARURVYSYA,secInfo,,0.9
KARURVYSYA-NSE-FINANCIALS,ind_nifty500,KARURVYSYA,Karur Vysya Bank Ltd.,financial_results,NSE returned 5 recent financial-result records for KARURVYSYA.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=KARURVYSYA&marketApiType=equities&noOfRecords=5,financial results,,0.9
KARURVYSYA-ANNUAL-REPORT,ind_nifty500,KARURVYSYA,Karur Vysya Bank Ltd.,annual_report,Latest annual report discovered for KARURVYSYA: FY 2024-2025.,KARURVYSYA annual report,annual_report,30-JUL-2025 19:28:30,https://nsearchives.nseindia.com/annual_reports/AR_27187_KARURVYSYA_2024_2025_A_30072025192827.pdf,NSE annual report listing,,0.9
KARURVYSYA-CURATED-BUSINESS,ind_nifty500,KARURVYSYA,Karur Vysya Bank Ltd.,business_model,"Karur Vysya Bank Limited is an NSE-listed company classified by NSE as Financial Services / Financial Services / Banks / Private Sector Bank. The profile maps the company into a midstream_or_downstream_operating_company value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","KARURVYSYA annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_27187_KARURVYSYA_2024_2025_A_30072025192827.pdf,business review / management discussion / NSE secInfo,,0.68
KARURVYSYA-CURATED-DEPENDENCIES,ind_nifty500,KARURVYSYA,Karur Vysya Bank Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",KARURVYSYA official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_27187_KARURVYSYA_2024_2025_A_30072025192827.pdf,source inventory / risk factors / value-chain mapping,,0.62
KAYNES-NSE-CLASSIFICATION,ind_nifty500,KAYNES,Kaynes Technology India Ltd.,industry_classification,"NSE classifies KAYNES as macro=Industrials, sector=Capital Goods, industry=Industrial Manufacturing, basicIndustry=Industrial Products.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=KAYNES,secInfo,,0.9
KAYNES-NSE-FINANCIALS,ind_nifty500,KAYNES,Kaynes Technology India Ltd.,financial_results,NSE returned 5 recent financial-result records for KAYNES.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=KAYNES&marketApiType=equities&noOfRecords=5,financial results,,0.9
KAYNES-ANNUAL-REPORT,ind_nifty500,KAYNES,Kaynes Technology India Ltd.,annual_report,Latest annual report discovered for KAYNES: FY 2024-2025.,KAYNES annual report,annual_report,19-AUG-2025 18:34:44,https://nsearchives.nseindia.com/annual_reports/AR_27506_KAYNES_2024_2025_A_19082025183406.pdf,NSE annual report listing,,0.9
KAYNES-CURATED-BUSINESS,ind_nifty500,KAYNES,Kaynes Technology India Ltd.,business_model,"Kaynes Technology India Limited is an NSE-listed company classified by NSE as Industrials / Capital Goods / Industrial Manufacturing / Industrial Products. The profile maps the company into a downstream_technology_service_provider value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","KAYNES annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_27506_KAYNES_2024_2025_A_19082025183406.pdf,business review / management discussion / NSE secInfo,,0.68
KAYNES-CURATED-DEPENDENCIES,ind_nifty500,KAYNES,Kaynes Technology India Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",KAYNES official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_27506_KAYNES_2024_2025_A_19082025183406.pdf,source inventory / risk factors / value-chain mapping,,0.62
KFINTECH-NSE-CLASSIFICATION,ind_nifty500,KFINTECH,Kfin Technologies Ltd.,industry_classification,"NSE classifies KFINTECH as macro=Financial Services, sector=Financial Services, industry=Capital Markets, basicIndustry=Depositories Clearing Houses and Other Intermediaries.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=KFINTECH,secInfo,,0.9
KFINTECH-NSE-FINANCIALS,ind_nifty500,KFINTECH,Kfin Technologies Ltd.,financial_results,NSE returned 5 recent financial-result records for KFINTECH.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=KFINTECH&marketApiType=equities&noOfRecords=5,financial results,,0.9
KFINTECH-ANNUAL-REPORT,ind_nifty500,KFINTECH,Kfin Technologies Ltd.,annual_report,Latest annual report discovered for KFINTECH: FY 2024-2025.,KFINTECH annual report,annual_report,05-AUG-2025 23:56:07,https://nsearchives.nseindia.com/annual_reports/AR_27299_KFINTECH_2024_2025_A_05082025235604.pdf,NSE annual report listing,,0.9
KFINTECH-CURATED-BUSINESS,ind_nifty500,KFINTECH,Kfin Technologies Ltd.,business_model,"Kfin Technologies Limited is an NSE-listed company classified by NSE as Financial Services / Financial Services / Capital Markets / Depositories Clearing Houses and Other Intermediaries. The profile maps the company into a midstream_or_downstream_operating_company value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","KFINTECH annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_27299_KFINTECH_2024_2025_A_05082025235604.pdf,business review / management discussion / NSE secInfo,,0.68
KFINTECH-CURATED-DEPENDENCIES,ind_nifty500,KFINTECH,Kfin Technologies Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",KFINTECH official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_27299_KFINTECH_2024_2025_A_05082025235604.pdf,source inventory / risk factors / value-chain mapping,,0.62
KIMS-NSE-CLASSIFICATION,ind_nifty500,KIMS,Krishna Institute of Medical Sciences Ltd.,industry_classification,"NSE classifies KIMS as macro=Healthcare, sector=Healthcare, industry=Healthcare Services, basicIndustry=Hospital.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=KIMS,secInfo,,0.9
KIMS-NSE-FINANCIALS,ind_nifty500,KIMS,Krishna Institute of Medical Sciences Ltd.,financial_results,NSE returned 5 recent financial-result records for KIMS.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=KIMS&marketApiType=equities&noOfRecords=5,financial results,,0.9
KIMS-ANNUAL-REPORT,ind_nifty500,KIMS,Krishna Institute of Medical Sciences Ltd.,annual_report,Latest annual report discovered for KIMS: FY 2024-2025.,KIMS annual report,annual_report,07-AUG-2025 19:07:56,https://nsearchives.nseindia.com/annual_reports/AR_27342_KIMS_2024_2025_A_07082025190754.pdf,NSE annual report listing,,0.9
KIMS-CURATED-BUSINESS,ind_nifty500,KIMS,Krishna Institute of Medical Sciences Ltd.,business_model,"Krishna Institute of Medical Sciences Limited is an NSE-listed company classified by NSE as Healthcare / Healthcare / Healthcare Services / Hospital. The profile maps the company into a regulated_healthcare_manufacturer_or_provider value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","KIMS annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_27342_KIMS_2024_2025_A_07082025190754.pdf,business review / management discussion / NSE secInfo,,0.68
KIMS-CURATED-DEPENDENCIES,ind_nifty500,KIMS,Krishna Institute of Medical Sciences Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",KIMS official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_27342_KIMS_2024_2025_A_07082025190754.pdf,source inventory / risk factors / value-chain mapping,,0.62
KIRLOSENG-NSE-CLASSIFICATION,ind_nifty500,KIRLOSENG,Kirloskar Oil Eng Ltd.,industry_classification,"NSE classifies KIRLOSENG as macro=Industrials, sector=Capital Goods, industry=Industrial Products, basicIndustry=Compressors Pumps & Diesel Engines.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=KIRLOSENG,secInfo,,0.9
KIRLOSENG-NSE-FINANCIALS,ind_nifty500,KIRLOSENG,Kirloskar Oil Eng Ltd.,financial_results,NSE returned 5 recent financial-result records for KIRLOSENG.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=KIRLOSENG&marketApiType=equities&noOfRecords=5,financial results,,0.9
KIRLOSENG-ANNUAL-REPORT,ind_nifty500,KIRLOSENG,Kirloskar Oil Eng Ltd.,annual_report,Latest annual report discovered for KIRLOSENG: FY 2024-2025.,KIRLOSENG annual report,annual_report,11-JUL-2025 20:00:48,https://nsearchives.nseindia.com/annual_reports/AR_26865_KIRLOSENG_2024_2025_A_11072025200046.pdf,NSE annual report listing,,0.9
KIRLOSENG-CURATED-BUSINESS,ind_nifty500,KIRLOSENG,Kirloskar Oil Eng Ltd.,business_model,"Kirloskar Oil Engines Limited is an NSE-listed company classified by NSE as Industrials / Capital Goods / Industrial Products / Compressors Pumps & Diesel Engines. The profile maps the company into a capital_goods_or_project_supplier value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","KIRLOSENG annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_26865_KIRLOSENG_2024_2025_A_11072025200046.pdf,business review / management discussion / NSE secInfo,,0.68
KIRLOSENG-CURATED-DEPENDENCIES,ind_nifty500,KIRLOSENG,Kirloskar Oil Eng Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",KIRLOSENG official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_26865_KIRLOSENG_2024_2025_A_11072025200046.pdf,source inventory / risk factors / value-chain mapping,,0.62
KOTAKBANK-NSE-CLASSIFICATION,ind_nifty500,KOTAKBANK,Kotak Mahindra Bank Ltd.,industry_classification,"NSE classifies KOTAKBANK as macro=Financial Services, sector=Financial Services, industry=Banks, basicIndustry=Private Sector Bank.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=KOTAKBANK,secInfo,,0.9
KOTAKBANK-NSE-FINANCIALS,ind_nifty500,KOTAKBANK,Kotak Mahindra Bank Ltd.,financial_results,NSE returned 5 recent financial-result records for KOTAKBANK.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=KOTAKBANK&marketApiType=equities&noOfRecords=5,financial results,,0.9
KOTAKBANK-ANNUAL-REPORT,ind_nifty500,KOTAKBANK,Kotak Mahindra Bank Ltd.,annual_report,Latest annual report discovered for KOTAKBANK: FY 2024-2025.,KOTAKBANK annual report,annual_report,28-AUG-2025 14:22:27,https://nsearchives.nseindia.com/annual_reports/AR_27794_KOTAKBANK_2024_2025_A_12174639_28082025142226.pdf,NSE annual report listing,,0.9
KOTAKBANK-CURATED-BUSINESS,ind_nifty500,KOTAKBANK,Kotak Mahindra Bank Ltd.,business_model,"Kotak Mahindra Bank Limited is an NSE-listed company classified by NSE as Financial Services / Financial Services / Banks / Private Sector Bank. The profile maps the company into a midstream_or_downstream_operating_company value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","KOTAKBANK annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_27794_KOTAKBANK_2024_2025_A_12174639_28082025142226.pdf,business review / management discussion / NSE secInfo,,0.68
KOTAKBANK-CURATED-DEPENDENCIES,ind_nifty500,KOTAKBANK,Kotak Mahindra Bank Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",KOTAKBANK official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_27794_KOTAKBANK_2024_2025_A_12174639_28082025142226.pdf,source inventory / risk factors / value-chain mapping,,0.62
KPRMILL-NSE-CLASSIFICATION,ind_nifty500,KPRMILL,K.P.R. Mill Ltd.,industry_classification,"NSE classifies KPRMILL as macro=Consumer Discretionary, sector=Textiles, industry=Textiles & Apparels, basicIndustry=Other Textile Products.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=KPRMILL,secInfo,,0.9
KPRMILL-NSE-FINANCIALS,ind_nifty500,KPRMILL,K.P.R. Mill Ltd.,financial_results,NSE returned 5 recent financial-result records for KPRMILL.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=KPRMILL&marketApiType=equities&noOfRecords=5,financial results,,0.9
KPRMILL-ANNUAL-REPORT,ind_nifty500,KPRMILL,K.P.R. Mill Ltd.,annual_report,Latest annual report discovered for KPRMILL: FY 2024-2025.,KPRMILL annual report,annual_report,01-JUL-2025 11:32:40,https://nsearchives.nseindia.com/annual_reports/AR_26659_KPRMILL_2024_2025_A_01072025113238.pdf,NSE annual report listing,,0.9
KPRMILL-CURATED-BUSINESS,ind_nifty500,KPRMILL,K.P.R. Mill Ltd.,business_model,"K.P.R. Mill Limited is an NSE-listed company classified by NSE as Consumer Discretionary / Textiles / Textiles & Apparels / Other Textile Products. The profile maps the company into a downstream_branded_consumer_company value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","KPRMILL annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_26659_KPRMILL_2024_2025_A_01072025113238.pdf,business review / management discussion / NSE secInfo,,0.68
KPRMILL-CURATED-DEPENDENCIES,ind_nifty500,KPRMILL,K.P.R. Mill Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",KPRMILL official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_26659_KPRMILL_2024_2025_A_01072025113238.pdf,source inventory / risk factors / value-chain mapping,,0.62
LALPATHLAB-NSE-CLASSIFICATION,ind_nifty500,LALPATHLAB,Dr. Lal Path Labs Ltd.,industry_classification,"NSE classifies LALPATHLAB as macro=Healthcare, sector=Healthcare, industry=Healthcare Services, basicIndustry=Healthcare Service Provider.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=LALPATHLAB,secInfo,,0.9
LALPATHLAB-NSE-FINANCIALS,ind_nifty500,LALPATHLAB,Dr. Lal Path Labs Ltd.,financial_results,NSE returned 5 recent financial-result records for LALPATHLAB.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=LALPATHLAB&marketApiType=equities&noOfRecords=5,financial results,,0.9
LALPATHLAB-ANNUAL-REPORT,ind_nifty500,LALPATHLAB,Dr. Lal Path Labs Ltd.,annual_report,Latest annual report discovered for LALPATHLAB: FY 2024-2025.,LALPATHLAB annual report,annual_report,04-JUN-2025 10:09:46,https://nsearchives.nseindia.com/annual_reports/AR_26497_LALPATHLAB_2024_2025_A_04062025100945.pdf,NSE annual report listing,,0.9
